source,target,base,k,n_draws,warm_auc,warm_ci_lower,warm_ci_upper,cold_auc,cold_ci_lower,cold_ci_upper,lift,lift_ci_lower,lift_ci_upper,fold_warm_auc,fold_cold_auc,fold_lift,fold_diverged,confirmatory,confirmatory_passed
COAD,STAD,single,10,20,0.8020356627499485,0.7497735003092145,0.8513376752216039,0.7878014842300556,0.7532399247577819,0.8206327303648732,0.014234178519892948,-0.03128749226963509,0.0614281849103278,0.812027493578932,0.7905799057000555,0.021447587878876462,False,True,False
COAD,STAD,single,25,20,0.8292542774685632,0.7757709750566891,0.8748394016697588,0.8464363017934445,0.807348227169656,0.8835896593485879,-0.017182024324881362,-0.05564928622964334,0.02062603071531624,0.8356055218747283,0.8462482445025327,-0.010642722627804413,False,False,
COAD,STAD,single,3,20,0.7751803751803752,0.7162025870954442,0.8310780638012779,0.6539759843331272,0.6279767058338488,0.6814866135848279,0.12120439084724799,0.06638637652030505,0.17669578437435568,0.7871453923920747,0.6572560126314123,0.1298893797606624,True,False,
COAD,STAD,single,40,20,0.8387806637806637,0.7830230236033808,0.8867669037311895,0.8607014017728304,0.8188769712430428,0.9019070165945168,-0.02192073799216665,-0.061138940424654724,0.017928906411049196,0.844195166996667,0.8586289119703245,-0.01443374497365757,False,False,
COAD,STAD,single,5,20,0.7841604823747682,0.7268395691609978,0.8378493480725623,0.7173907441764584,0.6843621160585446,0.7529274891774892,0.06676973819830978,0.014189664502164509,0.12015718408575543,0.7957927413951498,0.7280805337425724,0.06771220765257735,True,False,
COAD,STAD,single,all,1,0.8341063698206556,0.7730313337456195,0.8857516491445062,0.8584312512883941,0.8108598742527314,0.9019313028241599,-0.02432488146773859,-0.06777082044939192,0.01954365079365071,0.8477118549984042,0.8587883859607072,-0.011076530962302988,True,False,
COAD+UCEC,STAD,pooled,0,1,0.7340754483611627,0.6660984848484849,0.7957160894660894,0.5,0.5,0.5,0.23407544836116267,0.16609848484848483,0.29571608946608946,0.7521823555119231,0.5,0.25218235551192314,True,False,
COAD+UCEC,STAD,pooled,10,20,0.7914991754277468,0.7297671227581941,0.8445036461554318,0.7878014842300556,0.7532399247577819,0.8206327303648732,0.003697691197691255,-0.05145878427128423,0.05125773036487339,0.8006511662328648,0.7905799057000555,0.010071260532809267,False,False,
COAD+UCEC,STAD,pooled,25,20,0.8169655741084313,0.7585003736343023,0.8677041460523603,0.8464363017934445,0.807348227169656,0.8835896593485879,-0.029470727685013243,-0.07990465883323049,0.013904285198927974,0.8246156951341996,0.8462482445025327,-0.02163254936833303,False,False,
COAD+UCEC,STAD,pooled,3,20,0.770820449391878,0.7059688079777366,0.826818439497011,0.6539759843331272,0.6279767058338488,0.6814866135848279,0.11684446505875079,0.05423237476808911,0.17384456813028237,0.7789213240282464,0.6572560126314123,0.12166531139683412,False,False,
COAD+UCEC,STAD,pooled,40,20,0.8250154607297464,0.7663214414553701,0.87720334724799,0.8607014017728304,0.8188769712430428,0.9019070165945168,-0.03568594104308398,-0.08544868326118357,0.009887587610801952,0.834748143464602,0.8586289119703245,-0.023880768505722516,True,False,
COAD+UCEC,STAD,pooled,5,20,0.7749484642341786,0.711501301278087,0.8308900226757368,0.7173907441764584,0.6843621160585446,0.7529274891774892,0.057557720057720196,-0.006337997320140031,0.11207682694289839,0.7837561216475616,0.7280805337425724,0.055675587904989166,True,False,
