budget,target_share,draw_seed,raw_auc,rank_auc,rank_gap,rank_diverged
50,20,15,0.7469593898165325,0.7522160379303235,0.005256648113791007,False
50,20,16,0.6457946815089673,0.6679550608122038,0.022160379303236444,True
50,20,17,0.6639868068439497,0.6531642960214388,0.010822510822510956,True
50,20,18,0.575036075036075,0.5795712224283653,0.0045351473922903285,False
50,20,19,0.6903731189445474,0.6825139146567718,0.007859204287775645,False
50,30,0,0.6536281179138321,0.6641414141414141,0.010513296227582014,True
50,30,1,0.668315811172954,0.655431869717584,0.012883941455369974,True
50,30,2,0.7488662131519275,0.7714388785817357,0.02257266542980818,True
50,30,3,0.7127911770768913,0.7005772005772005,0.012213976499690804,True
50,30,4,0.6494537208822923,0.6629560915275201,0.013502370645227857,True
50,30,5,0.7364460935889507,0.7234590806019378,0.012987012987012991,True
50,30,6,0.7016079158936301,0.7052669552669552,0.0036590393733250126,False
50,30,7,0.6302824159967017,0.6658163265306123,0.03553391053391064,True
50,30,8,0.7252628324056896,0.7497680890538034,0.02450525664811387,True
50,30,9,0.7073799216656359,0.7254689754689754,0.018089053803339472,True
50,30,10,0.7015563801278086,0.6768707482993197,0.02468563182848893,True
50,30,11,0.7604617604617604,0.7525252525252524,0.00793650793650802,False
50,30,12,0.6796021438878582,0.6789837146980005,0.0006184291898577721,False
50,30,13,0.8073077715934858,0.8242630385487527,0.016955266955266945,True
50,30,14,0.7123273551844981,0.6972273757988043,0.01509997938569374,True
50,30,15,0.7876726448155019,0.788548752834467,0.0008761080189650938,False
50,30,16,0.6863533292104721,0.7112451041022471,0.024891774891774965,True
50,30,17,0.6697072768501341,0.6629303236446094,0.006776953205524738,False
50,30,18,0.604978354978355,0.6142547928262214,0.00927643784786647,False
50,30,19,0.6808390022675738,0.6806586270871985,0.00018037518037528066,False
50,40,0,0.6732117089259946,0.6683673469387755,0.004844361987219048,False
50,40,1,0.6885693671407958,0.6758142650999793,0.012755102040816424,True
50,40,2,0.7211399711399712,0.7349000206143063,0.013760049474335068,True
50,40,3,0.6889816532673676,0.7000618429189859,0.011080189651618277,True
50,40,4,0.6666151309008451,0.6887239744382601,0.022108843537414935,True
50,40,5,0.7259843331271904,0.724129045557617,0.0018552875695733162,False
50,40,6,0.6677489177489178,0.660198928056071,0.007549989692846704,False
50,40,7,0.6336837765409195,0.6491960420531848,0.015512265512265366,True
50,40,8,0.7507730364873222,0.7650484436198721,0.014275407132549933,True
50,40,9,0.6971758400329829,0.7080498866213152,0.010874046588332242,True
50,40,10,0.7093382807668521,0.6825396825396826,0.026798598227169568,True
50,40,11,0.7907132549989693,0.79073902288188,2.576788291075438e-05,False
50,40,12,0.7372706658420944,0.7351061636775922,0.0021645021645022577,False
50,40,13,0.791537827252113,0.7997835497835497,0.008245722531436739,False
50,40,14,0.7132549989692847,0.7065295815295816,0.0067254174397031186,False
50,40,15,0.7980828695114409,0.7896567717996289,0.00842609771181202,False
50,40,16,0.6868171511028655,0.702020202020202,0.015203050917336536,True
50,40,17,0.6813543599257885,0.6835961657390228,0.002241805813234299,False
50,40,18,0.6146155431869719,0.6350237064522779,0.020408163265306034,True
50,40,19,0.7073799216656359,0.7011698618841475,0.006210059781488364,False
50,50,0,0.655328798185941,0.6538857967429397,0.0014430014430013571,False
50,50,1,0.7077406720263864,0.6976396619253762,0.010101010101010166,True
50,50,2,0.7174809317666461,0.7307256235827664,0.013244691816120313,True
50,50,3,0.6876932591218305,0.697459286745001,0.00976602762317047,False
50,50,4,0.6528550814265099,0.6786487322201609,0.025793650793650924,True
50,50,5,0.7064522778808493,0.728973407544836,0.022521129663986672,True
50,50,6,0.6608431251288395,0.6587559266130695,0.0020871985157699946,False
50,50,7,0.6350237064522779,0.6551999587713874,0.020176252319109467,True
50,50,8,0.7766955266955268,0.7890641104926819,0.012368583797155108,True
50,50,9,0.7645330859616574,0.7603071531642961,0.004225932797361276,False
50,50,10,0.7458256029684601,0.7135642135642135,0.03226138940424661,True
50,50,11,0.7976190476190477,0.7934446505875077,0.004174397031539989,False
50,50,12,0.7189239332096475,0.723046794475366,0.0041228612657184804,False
50,50,13,0.8061739847454132,0.8218408575551432,0.015666872809730004,True
50,50,14,0.7142857142857142,0.7132549989692847,0.001030715316429509,False
50,50,15,0.7700989486703773,0.7520356627499486,0.018063285920428718,True
50,50,16,0.6889301175015461,0.7112708719851577,0.022340754483611613,True
50,50,17,0.7134096062667491,0.7046742939600081,0.008735312306740961,False
50,50,18,0.6604823747680891,0.6812512883941455,0.020768913626056373,True
